Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
Viêm gan B,ngứa,mệt mỏi,lờ đờ,nước tiểu sẫm màu,chán ăn,đau bụng,nước tiểu vàng,vàng mắt,khó chịu,receiving blood transfusion,receiving unsterile injections,,,,,,
Viêm gan B,ngứa,mệt mỏi,lờ đờ,vàng da,chán ăn,đau bụng,nước tiểu vàng,vàng mắt,khó chịu,receiving blood transfusion,receiving unsterile injections,,,,,,
Viêm gan B,ngứa,mệt mỏi,lờ đờ,vàng da,nước tiểu sẫm màu,đau bụng,nước tiểu vàng,vàng mắt,khó chịu,receiving blood transfusion,receiving unsterile injections,,,,,,
Viêm gan B,ngứa,mệt mỏi,lờ đờ,vàng da,nước tiểu sẫm màu,chán ăn,nước tiểu vàng,vàng mắt,khó chịu,receiving blood transfusion,receiving unsterile injections,,,,,,
Viêm gan B,ngứa,mệt mỏi,lờ đờ,vàng da,nước tiểu sẫm màu,chán ăn,đau bụng,vàng mắt,khó chịu,receiving blood transfusion,receiving unsterile injections,,,,,,
Viêm gan C,mệt mỏi,vàng da,buồn nôn,chán ăn,tiền sử gia đình,,,,,,,,,,,,
Viêm gan C,mệt mỏi,vàng da,buồn nôn,chán ăn,vàng mắt,tiền sử gia đình,,,,,,,,,,,
Viêm gan C,vàng da,buồn nôn,chán ăn,vàng mắt,tiền sử gia đình,,,,,,,,,,,,
Viêm gan C,mệt mỏi,buồn nôn,chán ăn,vàng mắt,tiền sử gia đình,,,,,,,,,,,,
Viêm gan C,mệt mỏi,vàng da,chán ăn,vàng mắt,tiền sử gia đình,,,,,,,,,,,,
Viêm gan C,mệt mỏi,vàng da,buồn nôn,vàng mắt,tiền sử gia đình,,,,,,,,,,,,
Viêm gan C,mệt mỏi,vàng da,buồn nôn,chán ăn,tiền sử gia đình,,,,,,,,,,,,
Viêm gan C,mệt mỏi,vàng da,buồn nôn,chán ăn,vàng mắt,,,,,,,,,,,,
Viêm gan C,mệt mỏi,vàng da,buồn nôn,chán ăn,vàng mắt,tiền sử gia đình,,,,,,,,,,,
Viêm gan C,mệt mỏi,vàng da,buồn nôn,chán ăn,vàng mắt,tiền sử gia đình,,,,,,,,,,,
Viêm gan D,đau khớp,nôn mửa,mệt mỏi,vàng da,nước tiểu sẫm màu,buồn nôn,chán ăn,đau bụng,vàng mắt,,,,,,,,
Viêm gan D,nôn mửa,mệt mỏi,vàng da,nước tiểu sẫm màu,buồn nôn,chán ăn,đau bụng,vàng mắt,,,,,,,,,
Viêm gan D,đau khớp,mệt mỏi,vàng da,nước tiểu sẫm màu,buồn nôn,chán ăn,đau bụng,vàng mắt,,,,,,,,,
Viêm gan D,đau khớp,nôn mửa,vàng da,nước tiểu sẫm màu,buồn nôn,chán ăn,đau bụng,vàng mắt,,,,,,,,,
Viêm gan D,đau khớp,nôn mửa,mệt mỏi,nước tiểu sẫm màu,buồn nôn,chán ăn,đau bụng,vàng mắt,,,,,,,,,
Viêm gan D,đau khớp,nôn mửa,mệt mỏi,vàng da,buồn nôn,chán ăn,đau bụng,vàng mắt,,,,,,,,,
Viêm gan D,đau khớp,nôn mửa,mệt mỏi,vàng da,nước tiểu sẫm màu,chán ăn,đau bụng,vàng mắt,,,,,,,,,
Viêm gan D,đau khớp,nôn mửa,mệt mỏi,vàng da,nước tiểu sẫm màu,buồn nôn,đau bụng,vàng mắt,,,,,,,,,
Viêm gan D,đau khớp,nôn mửa,mệt mỏi,vàng da,nước tiểu sẫm màu,buồn nôn,chán ăn,vàng mắt,,,,,,,,,
Viêm gan D,đau khớp,nôn mửa,mệt mỏi,vàng da,nước tiểu sẫm màu,buồn nôn,chán ăn,đau bụng,,,,,,,,,
Viêm gan E,đau khớp,nôn mửa,mệt mỏi,sốt cao,vàng da,nước tiểu sẫm màu,buồn nôn,chán ăn,đau bụng,vàng mắt,coma,stomach bleeding,,,,,
Viêm gan E,đau khớp,nôn mửa,mệt mỏi,sốt cao,vàng da,nước tiểu sẫm màu,buồn nôn,chán ăn,đau bụng,vàng mắt,suy gan cấp tính,coma,stomach bleeding,,,,
Viêm gan E,đau khớp,nôn mửa,mệt mỏi,sốt cao,vàng da,nước tiểu sẫm màu,buồn nôn,chán ăn,đau bụng,vàng mắt,suy gan cấp tính,coma,stomach bleeding,,,,
Viêm gan E,nôn mửa,mệt mỏi,sốt cao,vàng da,nước tiểu sẫm màu,buồn nôn,chán ăn,đau bụng,vàng mắt,suy gan cấp tính,coma,stomach bleeding,,,,,
Viêm gan E,đau khớp,mệt mỏi,sốt cao,vàng da,nước tiểu sẫm màu,buồn nôn,chán ăn,đau bụng,vàng mắt,suy gan cấp tính,coma,stomach bleeding,,,,,
Viêm gan E,đau khớp,nôn mửa,sốt cao,vàng da,nước tiểu sẫm màu,buồn nôn,chán ăn,đau bụng,vàng mắt,suy gan cấp tính,coma,stomach bleeding,,,,,
Viêm gan E,đau khớp,nôn mửa,mệt mỏi,vàng da,nước tiểu sẫm màu,buồn nôn,chán ăn,đau bụng,vàng mắt,suy gan cấp tính,coma,stomach bleeding,,,,,
Viêm gan E,đau khớp,nôn mửa,mệt mỏi,sốt cao,nước tiểu sẫm màu,buồn nôn,chán ăn,đau bụng,vàng mắt,suy gan cấp tính,coma,stomach bleeding,,,,,
Viêm gan E,đau khớp,nôn mửa,mệt mỏi,sốt cao,vàng da,buồn nôn,chán ăn,đau bụng,vàng mắt,suy gan cấp tính,coma,stomach bleeding,,,,,
Viêm gan E,đau khớp,nôn mửa,mệt mỏi,sốt cao,vàng da,nước tiểu sẫm màu,chán ăn,đau bụng,vàng mắt,suy gan cấp tính,coma,stomach bleeding,,,,,
Viêm gan do rượu,nôn mửa,vàng da,đau bụng,sưng bụng,distention of abdomen,history of alcohol consumption,fluid overload,,,,,,,,,,
Viêm gan do rượu,nôn mửa,vàng da,đau bụng,sưng bụng,distention of abdomen,history of alcohol consumption,fluid overload,,,,,,,,,,
Viêm gan do rượu,vàng da,đau bụng,sưng bụng,distention of abdomen,history of alcohol consumption,fluid overload,,,,,,,,,,,
Viêm gan do rượu,nôn mửa,đau bụng,sưng bụng,distention of abdomen,history of alcohol consumption,fluid overload,,,,,,,,,,,
Viêm gan do rượu,nôn mửa,vàng da,sưng bụng,distention of abdomen,history of alcohol consumption,fluid overload,,,,,,,,,,,
Viêm gan do rượu,nôn mửa,vàng da,đau bụng,distention of abdomen,history of alcohol consumption,fluid overload,,,,,,,,,,,
Viêm gan do rượu,nôn mửa,vàng da,đau bụng,sưng bụng,history of alcohol consumption,fluid overload,,,,,,,,,,,
Viêm gan do rượu,nôn mửa,vàng da,đau bụng,sưng bụng,distention of abdomen,fluid overload,,,,,,,,,,,
Viêm gan do rượu,nôn mửa,vàng da,đau bụng,sưng bụng,distention of abdomen,history of alcohol consumption,,,,,,,,,,,
Viêm gan do rượu,nôn mửa,vàng da,đau bụng,sưng bụng,distention of abdomen,history of alcohol consumption,fluid overload,,,,,,,,,,
Lao phổi,ớn lạnh,nôn mửa,mệt mỏi,giảm cân,ho,sốt cao,khó thở,đổ mồ hôi,chán ăn,sốt nhẹ,vàng mắt,sưng hạch bạch huyết,khó chịu,đờm,đau ngực,máu trong đờm,
Lao phổi,ớn lạnh,nôn mửa,mệt mỏi,giảm cân,ho,sốt cao,khó thở,đổ mồ hôi,chán ăn,sốt nhẹ,vàng mắt,sưng hạch bạch huyết,khó chịu,đờm,đau ngực,máu trong đờm,
Lao phổi,nôn mửa,mệt mỏi,giảm cân,ho,sốt cao,khó thở,đổ mồ hôi,chán ăn,sốt nhẹ,vàng mắt,sưng hạch bạch huyết,khó chịu,đờm,đau ngực,máu trong đờm,,
Lao phổi,ớn lạnh,mệt mỏi,giảm cân,ho,sốt cao,khó thở,đổ mồ hôi,chán ăn,sốt nhẹ,vàng mắt,sưng hạch bạch huyết,khó chịu,đờm,đau ngực,máu trong đờm,,
Lao phổi,ớn lạnh,nôn mửa,giảm cân,ho,sốt cao,khó thở,đổ mồ hôi,chán ăn,sốt nhẹ,vàng mắt,sưng hạch bạch huyết,khó chịu,đờm,đau ngực,máu trong đờm,,
Lao phổi,ớn lạnh,nôn mửa,mệt mỏi,ho,sốt cao,khó thở,đổ mồ hôi,chán ăn,sốt nhẹ,vàng mắt,sưng hạch bạch huyết,khó chịu,đờm,đau ngực,máu trong đờm,,
Lao phổi,ớn lạnh,nôn mửa,mệt mỏi,giảm cân,sốt cao,khó thở,đổ mồ hôi,chán ăn,sốt nhẹ,vàng mắt,sưng hạch bạch huyết,khó chịu,đờm,đau ngực,máu trong đờm,,
Lao phổi,ớn lạnh,nôn mửa,mệt mỏi,giảm cân,ho,khó thở,đổ mồ hôi,chán ăn,sốt nhẹ,vàng mắt,sưng hạch bạch huyết,khó chịu,đờm,đau ngực,máu trong đờm,,
Lao phổi,ớn lạnh,nôn mửa,mệt mỏi,giảm cân,ho,sốt cao,đổ mồ hôi,chán ăn,sốt nhẹ,vàng mắt,sưng hạch bạch huyết,khó chịu,đờm,đau ngực,máu trong đờm,,
Lao phổi,ớn lạnh,nôn mửa,mệt mỏi,giảm cân,ho,sốt cao,khó thở,chán ăn,sốt nhẹ,vàng mắt,sưng hạch bạch huyết,khó chịu,đờm,đau ngực,máu trong đờm,,
Cảm lạnh thông thường,hắt hơi liên tục,ớn lạnh,mệt mỏi,ho,sốt cao,đau đầu,sưng hạch bạch huyết,khó chịu,đờm,kích ứng họng,đỏ mắt,áp lực xoang,sổ mũi,nghẹt mũi,đau ngực,mất khứu giác,đau cơ
Cảm lạnh thông thường,hắt hơi liên tục,ớn lạnh,mệt mỏi,ho,sốt cao,đau đầu,sưng hạch bạch huyết,khó chịu,đờm,kích ứng họng,đỏ mắt,áp lực xoang,sổ mũi,nghẹt mũi,đau ngực,mất khứu giác,đau cơ
Cảm lạnh thông thường,ớn lạnh,mệt mỏi,ho,sốt cao,đau đầu,sưng hạch bạch huyết,khó chịu,đờm,kích ứng họng,đỏ mắt,áp lực xoang,sổ mũi,nghẹt mũi,đau ngực,mất khứu giác,đau cơ,
Cảm lạnh thông thường,hắt hơi liên tục,mệt mỏi,ho,sốt cao,đau đầu,sưng hạch bạch huyết,khó chịu,đờm,kích ứng họng,đỏ mắt,áp lực xoang,sổ mũi,nghẹt mũi,đau ngực,mất khứu giác,đau cơ,
Cảm lạnh thông thường,hắt hơi liên tục,ớn lạnh,ho,sốt cao,đau đầu,sưng hạch bạch huyết,khó chịu,đờm,kích ứng họng,đỏ mắt,áp lực xoang,sổ mũi,nghẹt mũi,đau ngực,mất khứu giác,đau cơ,
Cảm lạnh thông thường,hắt hơi liên tục,ớn lạnh,mệt mỏi,sốt cao,đau đầu,sưng hạch bạch huyết,khó chịu,đờm,kích ứng họng,đỏ mắt,áp lực xoang,sổ mũi,nghẹt mũi,đau ngực,mất khứu giác,đau cơ,
Cảm lạnh thông thường,hắt hơi liên tục,ớn lạnh,mệt mỏi,ho,đau đầu,sưng hạch bạch huyết,khó chịu,đờm,kích ứng họng,đỏ mắt,áp lực xoang,sổ mũi,nghẹt mũi,đau ngực,mất khứu giác,đau cơ,
Cảm lạnh thông thường,hắt hơi liên tục,ớn lạnh,mệt mỏi,ho,sốt cao,sưng hạch bạch huyết,khó chịu,đờm,kích ứng họng,đỏ mắt,áp lực xoang,sổ mũi,nghẹt mũi,đau ngực,mất khứu giác,đau cơ,
Cảm lạnh thông thường,hắt hơi liên tục,ớn lạnh,mệt mỏi,ho,sốt cao,đau đầu,khó chịu,đờm,kích ứng họng,đỏ mắt,áp lực xoang,sổ mũi,nghẹt mũi,đau ngực,mất khứu giác,đau cơ,
Cảm lạnh thông thường,hắt hơi liên tục,ớn lạnh,mệt mỏi,ho,sốt cao,đau đầu,sưng hạch bạch huyết,đờm,kích ứng họng,đỏ mắt,áp lực xoang,sổ mũi,nghẹt mũi,đau ngực,mất khứu giác,đau cơ,
Viêm phổi,ớn lạnh,mệt mỏi,ho,sốt cao,khó thở,đổ mồ hôi,khó chịu,đau ngực,nhịp tim nhanh,đờm rỉ sắt,,,,,,,
Viêm phổi,ớn lạnh,mệt mỏi,ho,sốt cao,khó thở,đổ mồ hôi,khó chịu,đờm,đau ngực,nhịp tim nhanh,đờm rỉ sắt,,,,,,
Viêm phổi,ớn lạnh,mệt mỏi,ho,sốt cao,khó thở,đổ mồ hôi,khó chịu,đờm,đau ngực,nhịp tim nhanh,đờm rỉ sắt,,,,,,
Viêm phổi,mệt mỏi,ho,sốt cao,khó thở,đổ mồ hôi,khó chịu,đờm,đau ngực,nhịp tim nhanh,đờm rỉ sắt,,,,,,,
Viêm phổi,ớn lạnh,ho,sốt cao,khó thở,đổ mồ hôi,khó chịu,đờm,đau ngực,nhịp tim nhanh,đờm rỉ sắt,,,,,,,
Viêm phổi,ớn lạnh,mệt mỏi,sốt cao,khó thở,đổ mồ hôi,khó chịu,đờm,đau ngực,nhịp tim nhanh,đờm rỉ sắt,,,,,,,
Viêm phổi,ớn lạnh,mệt mỏi,ho,khó thở,đổ mồ hôi,khó chịu,đờm,đau ngực,nhịp tim nhanh,đờm rỉ sắt,,,,,,,
Viêm phổi,ớn lạnh,mệt mỏi,ho,sốt cao,đổ mồ hôi,khó chịu,đờm,đau ngực,nhịp tim nhanh,đờm rỉ sắt,,,,,,,
Viêm phổi,ớn lạnh,mệt mỏi,ho,sốt cao,khó thở,khó chịu,đờm,đau ngực,nhịp tim nhanh,đờm rỉ sắt,,,,,,,
Viêm phổi,ớn lạnh,mệt mỏi,ho,sốt cao,khó thở,đổ mồ hôi,đờm,đau ngực,nhịp tim nhanh,đờm rỉ sắt,,,,,,,
Bệnh trĩ,táo bón,đau khi đi tiêu,đau hậu môn,phân có máu,kích ứng hậu môn,,,,,,,,,,,,
Bệnh trĩ,táo bón,đau khi đi tiêu,đau hậu môn,phân có máu,kích ứng hậu môn,,,,,,,,,,,,
Bệnh trĩ,táo bón,đau khi đi tiêu,đau hậu môn,phân có máu,kích ứng hậu môn,,,,,,,,,,,,
Bệnh trĩ,đau khi đi tiêu,đau hậu môn,phân có máu,kích ứng hậu môn,,,,,,,,,,,,,
Bệnh trĩ,táo bón,đau hậu môn,phân có máu,kích ứng hậu môn,,,,,,,,,,,,,
Bệnh trĩ,táo bón,đau khi đi tiêu,phân có máu,kích ứng hậu môn,,,,,,,,,,,,,
Bệnh trĩ,táo bón,đau khi đi tiêu,đau hậu môn,kích ứng hậu môn,,,,,,,,,,,,,
Bệnh trĩ,táo bón,đau khi đi tiêu,đau hậu môn,phân có máu,,,,,,,,,,,,,
Bệnh trĩ,táo bón,đau khi đi tiêu,đau hậu môn,phân có máu,kích ứng hậu môn,,,,,,,,,,,,
Bệnh trĩ,táo bón,đau khi đi tiêu,đau hậu môn,phân có máu,kích ứng hậu môn,,,,,,,,,,,,
Nhồi máu cơ tim,nôn mửa,khó thở,đổ mồ hôi,đau ngực,,,,,,,,,,,,,
Nhồi máu cơ tim,nôn mửa,khó thở,đổ mồ hôi,đau ngực,,,,,,,,,,,,,
Nhồi máu cơ tim,khó thở,đổ mồ hôi,đau ngực,,,,,,,,,,,,,,
Nhồi máu cơ tim,nôn mửa,đổ mồ hôi,đau ngực,,,,,,,,,,,,,,
Nhồi máu cơ tim,nôn mửa,khó thở,đau ngực,,,,,,,,,,,,,,
Nhồi máu cơ tim,nôn mửa,khó thở,đổ mồ hôi,,,,,,,,,,,,,,
Nhồi máu cơ tim,nôn mửa,khó thở,đổ mồ hôi,đau ngực,,,,,,,,,,,,,
Nhồi máu cơ tim,khó thở,đổ mồ hôi,đau ngực,,,,,,,,,,,,,,
Nhồi máu cơ tim,nôn mửa,đổ mồ hôi,đau ngực,,,,,,,,,,,,,,
Nhồi máu cơ tim,nôn mửa,khó thở,đau ngực,,,,,,,,,,,,,,
Suy giãn tĩnh mạch,mệt mỏi,chuột rút,bầm tím,béo phì,sưng chân,sưng mạch máu,prominent veins on calf,,,,,,,,,,
Suy giãn tĩnh mạch,mệt mỏi,chuột rút,bầm tím,béo phì,sưng chân,sưng mạch máu,prominent veins on calf,,,,,,,,,,
Suy giãn tĩnh mạch,chuột rút,bầm tím,béo phì,sưng chân,sưng mạch máu,prominent veins on calf,,,,,,,,,,,
Suy giãn tĩnh mạch,mệt mỏi,bầm tím,béo phì,sưng chân,sưng mạch máu,prominent veins on calf,,,,,,,,,,,
Suy giãn tĩnh mạch,mệt mỏi,chuột rút,béo phì,sưng chân,sưng mạch máu,prominent veins on calf,,,,,,,,,,,
Suy giãn tĩnh mạch,mệt mỏi,chuột rút,bầm tím,sưng chân,sưng mạch máu,prominent veins on calf,,,,,,,,,,,
Suy giãn tĩnh mạch,mệt mỏi,chuột rút,bầm tím,béo phì,sưng mạch máu,prominent veins on calf,,,,,,,,,,,
Suy giãn tĩnh mạch,mệt mỏi,chuột rút,bầm tím,béo phì,sưng chân,prominent veins on calf,,,,,,,,,,,
Suy giãn tĩnh mạch,mệt mỏi,chuột rút,bầm tím,béo phì,sưng chân,sưng mạch máu,,,,,,,,,,,
Suy giãn tĩnh mạch,mệt mỏi,chuột rút,bầm tím,béo phì,sưng chân,prominent veins on calf,,,,,,,,,,,
Suy giáp,mệt mỏi,tăng cân,tay chân lạnh,thay đổi tâm trạng,lờ đờ,chóng mặt,sưng mặt và mắt,tuyến giáp to,móng tay giòn,sưng chi,trầm cảm,dễ kích động,kinh nguyệt bất thường,,,,
Suy giáp,mệt mỏi,tăng cân,tay chân lạnh,thay đổi tâm trạng,lờ đờ,chóng mặt,sưng mặt và mắt,tuyến giáp to,móng tay giòn,sưng chi,trầm cảm,dễ kích động,kinh nguyệt bất thường,,,,
Suy giáp,tăng cân,tay chân lạnh,thay đổi tâm trạng,lờ đờ,chóng mặt,sưng mặt và mắt,tuyến giáp to,móng tay giòn,sưng chi,trầm cảm,dễ kích động,kinh nguyệt bất thường,,,,,
Suy giáp,tăng cân,tay chân lạnh,thay đổi tâm trạng,lờ đờ,chóng mặt,sưng mặt và mắt,tuyến giáp to,móng tay giòn,sưng chi,trầm cảm,dễ kích động,kinh nguyệt bất thường,,,,,
Suy giáp,mệt mỏi,tay chân lạnh,thay đổi tâm trạng,lờ đờ,chóng mặt,sưng mặt và mắt,tuyến giáp to,móng tay giòn,sưng chi,trầm cảm,dễ kích động,kinh nguyệt bất thường,,,,,
Suy giáp,mệt mỏi,tăng cân,thay đổi tâm trạng,lờ đờ,chóng mặt,sưng mặt và mắt,tuyến giáp to,móng tay giòn,sưng chi,trầm cảm,dễ kích động,kinh nguyệt bất thường,,,,,
Suy giáp,mệt mỏi,tăng cân,tay chân lạnh,lờ đờ,chóng mặt,sưng mặt và mắt,tuyến giáp to,móng tay giòn,sưng chi,trầm cảm,dễ kích động,kinh nguyệt bất thường,,,,,
Suy giáp,mệt mỏi,tăng cân,tay chân lạnh,thay đổi tâm trạng,chóng mặt,sưng mặt và mắt,tuyến giáp to,móng tay giòn,sưng chi,trầm cảm,dễ kích động,kinh nguyệt bất thường,,,,,
Suy giáp,mệt mỏi,tăng cân,tay chân lạnh,thay đổi tâm trạng,lờ đờ,sưng mặt và mắt,tuyến giáp to,móng tay giòn,sưng chi,trầm cảm,dễ kích động,kinh nguyệt bất thường,,,,,
Suy giáp,mệt mỏi,tăng cân,tay chân lạnh,thay đổi tâm trạng,lờ đờ,chóng mặt,tuyến giáp to,móng tay giòn,sưng chi,trầm cảm,dễ kích động,kinh nguyệt bất thường,,,,,
Cường giáp,mệt mỏi,thay đổi tâm trạng,giảm cân,bồn chồn,đổ mồ hôi,tiêu chảy,nhịp tim nhanh,đói quá mức,yếu cơ,dễ kích động,kinh nguyệt bất thường,,,,,,
Cường giáp,mệt mỏi,thay đổi tâm trạng,giảm cân,bồn chồn,đổ mồ hôi,tiêu chảy,nhịp tim nhanh,đói quá mức,yếu cơ,dễ kích động,kinh nguyệt bất thường,,,,,,
Cường giáp,thay đổi tâm trạng,giảm cân,bồn chồn,đổ mồ hôi,tiêu chảy,nhịp tim nhanh,đói quá mức,yếu cơ,dễ kích động,kinh nguyệt bất thường,,,,,,,
Cường giáp,mệt mỏi,giảm cân,bồn chồn,đổ mồ hôi,tiêu chảy,nhịp tim nhanh,đói quá mức,yếu cơ,dễ kích động,kinh nguyệt bất thường,,,,,,,
Cường giáp,mệt mỏi,thay đổi tâm trạng,bồn chồn,đổ mồ hôi,tiêu chảy,nhịp tim nhanh,đói quá mức,yếu cơ,dễ kích động,kinh nguyệt bất thường,,,,,,,
Cường giáp,mệt mỏi,thay đổi tâm trạng,giảm cân,đổ mồ hôi,tiêu chảy,nhịp tim nhanh,đói quá mức,yếu cơ,dễ kích động,kinh nguyệt bất thường,,,,,,,
Cường giáp,mệt mỏi,thay đổi tâm trạng,giảm cân,bồn chồn,tiêu chảy,nhịp tim nhanh,đói quá mức,yếu cơ,dễ kích động,kinh nguyệt bất thường,,,,,,,
Cường giáp,mệt mỏi,thay đổi tâm trạng,giảm cân,bồn chồn,đổ mồ hôi,nhịp tim nhanh,đói quá mức,yếu cơ,dễ kích động,kinh nguyệt bất thường,,,,,,,
Cường giáp,mệt mỏi,thay đổi tâm trạng,giảm cân,bồn chồn,đổ mồ hôi,tiêu chảy,đói quá mức,yếu cơ,dễ kích động,kinh nguyệt bất thường,,,,,,,
Cường giáp,mệt mỏi,thay đổi tâm trạng,giảm cân,bồn chồn,đổ mồ hôi,tiêu chảy,nhịp tim nhanh,yếu cơ,dễ kích động,kinh nguyệt bất thường,,,,,,,
Hạ đường huyết,nôn mửa,mệt mỏi,lo âu,đổ mồ hôi,đau đầu,buồn nôn,tầm nhìn mờ,đói quá mức,nói ngọng,dễ kích động,đánh trống ngực,,,,,,
Hạ đường huyết,nôn mửa,mệt mỏi,lo âu,đổ mồ hôi,đau đầu,buồn nôn,tầm nhìn mờ,đói quá mức,khô tê môi,nói ngọng,dễ kích động,đánh trống ngực,,,,,
Hạ đường huyết,nôn mửa,mệt mỏi,lo âu,đổ mồ hôi,đau đầu,buồn nôn,tầm nhìn mờ,đói quá mức,khô tê môi,nói ngọng,dễ kích động,đánh trống ngực,,,,,
Hạ đường huyết,mệt mỏi,lo âu,đổ mồ hôi,đau đầu,buồn nôn,tầm nhìn mờ,đói quá mức,khô tê môi,nói ngọng,dễ kích động,đánh trống ngực,,,,,,
Hạ đường huyết,nôn mửa,lo âu,đổ mồ hôi,đau đầu,buồn nôn,tầm nhìn mờ,đói quá mức,khô tê môi,nói ngọng,dễ kích động,đánh trống ngực,,,,,,
Hạ đường huyết,nôn mửa,mệt mỏi,đổ mồ hôi,đau đầu,buồn nôn,tầm nhìn mờ,đói quá mức,khô tê môi,nói ngọng,dễ kích động,đánh trống ngực,,,,,,
Hạ đường huyết,nôn mửa,mệt mỏi,lo âu,đau đầu,buồn nôn,tầm nhìn mờ,đói quá mức,khô tê môi,nói ngọng,dễ kích động,đánh trống ngực,,,,,,
Hạ đường huyết,nôn mửa,mệt mỏi,lo âu,đổ mồ hôi,buồn nôn,tầm nhìn mờ,đói quá mức,khô tê môi,nói ngọng,dễ kích động,đánh trống ngực,,,,,,
Hạ đường huyết,nôn mửa,mệt mỏi,lo âu,đổ mồ hôi,đau đầu,tầm nhìn mờ,đói quá mức,khô tê môi,nói ngọng,dễ kích động,đánh trống ngực,,,,,,
Hạ đường huyết,nôn mửa,mệt mỏi,lo âu,đổ mồ hôi,đau đầu,buồn nôn,đói quá mức,khô tê môi,nói ngọng,dễ kích động,đánh trống ngực,,,,,,
Thoái hóa khớp,đau khớp,đau cổ,đau đầu gối,đau khớp háng,sưng khớp,đi lại đau đớn,,,,,,,,,,,
Thoái hóa khớp,đau khớp,đau cổ,đau đầu gối,đau khớp háng,sưng khớp,đi lại đau đớn,,,,,,,,,,,
